1	0	0	4	5	0	0
2	4	0	8	7	0	0
3	12	0	11	11	0	0
4	23	0	15	13	0	0
5	0	11	15	12	0	0
6	38	0	24	22	0	0
7	62	0	32	31	0	0
8	94	0	26	28	0	0
9	0	32	8	8	0	0
10	0	40	8	8	0	0
11	0	48	8	8	0	0
12	0	56	8	8	0	0
13	8	32	8	8	0	0
14	8	40	8	8	0	0
15	8	48	8	8	0	0
16	8	56	8	8	0	0
17	16	32	8	8	0	0
18	16	40	8	8	0	0
19	16	48	8	8	0	0
20	16	56	8	8	0	0
21	24	32	8	8	0	0
22	24	40	8	8	0	0
23	24	48	8	8	0	0
24	24	56	8	8	0	0
25	32	32	8	8	0	0
26	32	40	8	8	0	0
27	32	48	8	8	0	0
28	32	56	8	8	0	0
29	40	32	8	8	0	0
30	40	40	8	8	0	0
31	40	48	8	8	0	0
32	40	56	8	8	0	0
33	48	32	8	8	0	0
34	48	40	8	8	0	0
35	48	48	8	8	0	0
36	48	56	8	8	0	0
37	56	32	8	8	0	0
38	56	40	8	8	0	0
39	56	48	8	8	0	0
40	56	56	8	8	0	0
